# pp n0_nofg n0_fg
1.732548384395452935e-19 5.036370238332297843e-17 6.845786167409602068e-17
1.720223883579692323e-19 5.205168035477335091e-17 6.792955092838115832e-17
1.708000242706656610e-19 5.362812785535864050e-17 6.867804488682392129e-17
1.695879973501028114e-19 5.158246660720282872e-17 6.385620178980750623e-17
1.683860421205809728e-19 5.401953771746607227e-17 6.236951333486508392e-17
1.671940668670191610e-19 5.171716509992932905e-17 6.653731283762188752e-17
1.660119807964725639e-19 5.722841113410510178e-17 6.566180476568903231e-17
1.648396940278896757e-19 5.413879020441207740e-17 6.385013401868440247e-17
1.636771175819946889e-19 5.494955184824204007e-17 6.888399532861119478e-17
1.625241633712935308e-19 5.147904386605478809e-17 6.748301917874548322e-17
1.613805791478271941e-19 5.679578253878951201e-17 6.891163535460292003e-17
1.602466095006943671e-19 5.388465145283183646e-17 5.925639117511111396e-17
1.591218397014024297e-19 5.362902132778670755e-17 6.424648658378005319e-17
1.580063501586241958e-19 5.403726013518518211e-17 6.870824399750025941e-17
1.569000570824252485e-19 5.600111334446507977e-17 7.379042927929870679e-17
1.558028775173493877e-19 5.606861986136271891e-17 6.785771014631687336e-17
1.547145692386963719e-19 5.582390699041487358e-17 7.111775083779284601e-17
1.536352126401367427e-19 5.392972584908810786e-17 7.225873735984583932e-17
1.525647271998181260e-19 5.475671808323122081e-17 6.784056523254815169e-17
1.515028755043105966e-19 5.177898032097004165e-17 7.327893624995510769e-17
1.504497378931925464e-19 5.662344900153621668e-17 6.806390351189602031e-17
1.494052361993739220e-19 5.793362716537699925e-17 7.001124588590892840e-17
1.483691376978361194e-19 5.664565274088615907e-17 6.729007346165565204e-17
1.473415226427582577e-19 5.917424917153676822e-17 6.923289201876802872e-17
1.463221613634836430e-19 5.845234412777892050e-17 6.965397313162979148e-17
1.453109810206005844e-19 5.710391675908743190e-17 6.899677140275807173e-17
1.443080617389647017e-19 6.315113427645503327e-17 7.337618755868202396e-17
1.433133298214189753e-19 5.522816421142907232e-17 7.185528170397807137e-17
1.423264108092767735e-19 5.815934806537139595e-17 7.207751022781890953e-17
1.413476869186277806e-19 5.717490629720362889e-17 7.206688673272171178e-17
1.403766365892740182e-19 5.794488346737040962e-17 7.160429799352237482e-17
1.394134904181650150e-19 5.735011037734493579e-17 7.333335488858260494e-17
1.384580304321887820e-19 6.209020932286277854e-17 7.847121413821014828e-17
1.375101893118565124e-19 6.208748760442767894e-17 8.035510293552756164e-17
1.365700467125723353e-19 5.655577268284919202e-17 7.352747176972776479e-17
1.356372432445959362e-19 6.140624247385444481e-17 6.985328573201008240e-17
1.347121503431572662e-19 6.138883453143380255e-17 7.155739648696056417e-17
1.337942664609230688e-19 5.682243284158792467e-17 6.917243680135999760e-17
1.328836730838842555e-19 6.424427718499794635e-17 6.575930172656460171e-17
1.319804494764493027e-19 6.378318074892467882e-17 7.772360468224362314e-17
1.310843885900344062e-19 5.857386344707621945e-17 7.181511467194576426e-17
1.301952867849926173e-19 6.321970147008066714e-17 6.678461635165268242e-17
1.293133658183461165e-19 5.944550359588225961e-17 7.396139651389618943e-17
1.284384225454412247e-19 5.952074890405656444e-17 7.934441067877343638e-17
1.275703964711004111e-19 6.186282473534860979e-17 7.342553594821530189e-17
1.267092276793268441e-19 6.329314524156688678e-17 7.725575809003266471e-17
1.258548568271774303e-19 6.648972877713686070e-17 7.892721103255012599e-17
1.250072251387073779e-19 6.205761789626356980e-17 8.032658541685333254e-17
1.241662743989849359e-19 6.520368018460212437e-17 7.550256418141693675e-17
1.233319469481757802e-19 6.338834941141598330e-17 7.396339154324680538e-17
1.225041856756961549e-19 5.934420003939507463e-17 7.095921040284352359e-17
1.216827993636903738e-19 5.870051651225406226e-17 7.479332921731435508e-17
1.208680019339921913e-19 6.683008695435926154e-17 8.830619886445076848e-17
1.200594692297479101e-19 6.568614429634487806e-17 8.025104169113847028e-17
1.192572809193345791e-19 6.199357142613533003e-17 7.489086470144269714e-17
1.184615146168226143e-19 6.456683430285962920e-17 7.856776646143710217e-17
1.176717201507184440e-19 6.633727655409023143e-17 8.155745108064584043e-17
1.168882403116652782e-19 6.729839631960537305e-17 8.060839402455389036e-17
1.161107599099755927e-19 6.546115872870266227e-17 8.027142291077087897e-17
1.153393579448252436e-19 6.230200295950605979e-17 6.694184773251163336e-17
1.145739824688789815e-19 7.036560277678688677e-17 8.266810785589405834e-17
1.138144536977219448e-19 6.751961203077053920e-17 7.812667012552707985e-17
1.130608502079243133e-19 6.902653545283589441e-17 9.336802209631273324e-17
1.123131214943173449e-19 6.303191901382395194e-17 7.887204579254609537e-17
1.115710910241790865e-19 6.758401540790127322e-17 8.078643116267439588e-17
1.108348369402182334e-19 7.607480692699578839e-17 8.620680999531056170e-17
1.101043101351982007e-19 6.315562957647773543e-17 7.910005002809728716e-17
1.093793372520502580e-19 7.112741292641550242e-17 8.582610475857002472e-17
1.086599959891622268e-19 7.716285155447532216e-17 8.297338393554986178e-17
1.079461150618939265e-19 7.229964967753896744e-17 8.804172128066893493e-17
1.072376489143157139e-19 6.996260029875302103e-17 9.002019062682024390e-17
1.065346747804748806e-19 7.406527109092832048e-17 9.766999657700841483e-17
1.058371462119844925e-19 6.635949061492326389e-17 8.637992945125843018e-17
1.051447747538107767e-19 7.563201928342896655e-17 8.981067734561087386e-17
1.044578801862290478e-19 7.666182137172851219e-17 8.423741123221450161e-17
1.037760553756412743e-19 6.732961468199766745e-17 8.628176056906134056e-17
1.030994979865601398e-19 7.130997248068440707e-17 9.679323011390339313e-17
1.024281636596602049e-19 6.931998070979473399e-17 8.132713140526074967e-17
1.017618900427786952e-19 7.291401346805118035e-17 7.563825864170007236e-17
1.011006352544118683e-19 6.886871818311607999e-17 8.913385790298784457e-17
1.004443577964119641e-19 7.329923058250070384e-17 9.550548232978622298e-17
9.979301655010622711e-20 7.448319171370179220e-17 9.123069904671695441e-17
9.914668698249856500e-20 7.270257972101081816e-17 9.144523782843581019e-17
9.850521143133386382e-20 7.666865870408535318e-17 9.725824479995578011e-17
9.786866503508079015e-20 7.573970970050393037e-17 8.802837999157825007e-17
9.723677736577497077e-20 8.137210200895665039e-17 9.268432005522971293e-17
9.660973889088919653e-20 7.507130691529551197e-17 1.112984147541413359e-16
9.598739557570728535e-20 6.812633190511080048e-17 9.434147545957749637e-17
9.536970887098908093e-20 7.882155805103621158e-17 9.474970370498688476e-17
9.475664057726689750e-20 7.670932023054241021e-17 9.895681359688350740e-17
9.414826481396445502e-20 7.253890930042320072e-17 1.009833459376127259e-16
9.354431960941515584e-20 7.496370486589343685e-17 9.635709336082741136e-17
9.294499122776322889e-20 8.039263193568051715e-17 9.697242698077818162e-17
9.235013087014958063e-20 7.825896933506229143e-17 1.070614212845693504e-16
9.175970204287453438e-20 7.564851798121687643e-17 9.122087126883477850e-17
9.117366858145185871e-20 7.371711382488389820e-17 9.128173342477260166e-17
9.059199464732681427e-20 8.636115026114731416e-17 1.035084521023397781e-16
9.001464472463003502e-20 8.029381480874122576e-17 1.065608655091734065e-16
8.944158361696713536e-20 8.432412234057570243e-17 9.362224168335524981e-17
8.887277644424333321e-20 8.740906128649203574e-17 9.903520966843121312e-17
8.830818863952302858e-20 8.483403405265227051e-17 1.041884743539355171e-16
8.774778594592339894e-20 8.428433226535641242e-17 1.150515631254144532e-16
8.719153441354221603e-20 8.999470913955938363e-17 1.137300131680282443e-16
8.663929490598306742e-20 6.959811908000016956e-17 9.763814626680970978e-17
8.609124553804993767e-20 8.476460300301039459e-17 1.074416755994613140e-16
8.554724729057302748e-20 8.535956967145230042e-17 1.011325853151408785e-16
8.500726741153116813e-20 8.444486759707873539e-17 1.048688886484862667e-16
8.447116985019170769e-20 8.841611699612387182e-17 1.282195353263549867e-16
8.393913008573886110e-20 8.577831901848065426e-17 1.225048518369707491e-16
8.341090951516317195e-20 9.026645670021079003e-17 1.089487226719669896e-16
8.288658012070919076e-20 8.503962832358888238e-17 1.179717074189379454e-16
8.236611057465747433e-20 8.514893901689569901e-17 1.110615032467941330e-16
8.184946982739404307e-20 9.477887812715058392e-17 1.091273759452474172e-16
8.133652628382070562e-20 9.948567217608225471e-17 1.453147892653756131e-16
8.082735116848745659e-20 8.853293099561848481e-17 1.153162316919388921e-16
8.032191424224850649e-20 8.869838470854203792e-17 1.135017658930164027e-16
7.982018553340395257e-20 8.294461488431432984e-17 1.247211264427072093e-16
7.932213533508887984e-20 8.926365415471447752e-17 1.081861239834373614e-16
7.882763561971708968e-20 9.998120466318733608e-17 1.199163155415851151e-16
7.833675666555029204e-20 9.416185055184924652e-17 1.317980869876247507e-16
7.784946953748248408e-20 8.985831595050036832e-17 1.012795052935275317e-16
7.736564828513121607e-20 7.455633468178511382e-17 1.020663389448139889e-16
7.688536261597771907e-20 1.122003895981787172e-16 1.092325447943267425e-16
7.640848793767595377e-20 9.089238129315967613e-17 1.266648017373410302e-16
7.593518955382776482e-20 9.999442169155481298e-17 1.187501834264978786e-16
7.546524738101883980e-20 9.808803872603241185e-17 1.208970716373142735e-16
7.499863523875455298e-20 9.133870965669251080e-17 1.352369309147574753e-16
7.453542188184182825e-20 9.641376169267503936e-17 1.200019087576607554e-16
7.407548603399039246e-20 1.020291411143719064e-16 1.358751875619566226e-16
7.361889606815218478e-20 9.576513678585537896e-17 1.112349382205649355e-16
7.316562546097417338e-20 9.460722418670246890e-17 1.412330183311114604e-16
7.271555487208816331e-20 1.152735936737516546e-16 1.238187265574109261e-16
7.226875210598471134e-20 1.001898320716057205e-16 1.320325411337364558e-16
7.182519132005477454e-20 1.045128765216919995e-16 1.288463825825476119e-16
7.138466324297970924e-20 1.213784657134969479e-16 1.733185246059092195e-16
7.094732774419985964e-20 1.005084394395995387e-16 1.434736992286407546e-16
7.051315963592729910e-20 1.132161533872783745e-16 1.406350830216389589e-16
7.008204332379298390e-20 1.003973929297520355e-16 1.318497646308245651e-16
6.965404547249250652e-20 1.153737297309025188e-16 1.289249414540757083e-16
6.922905170220252129e-20 1.190127969923384492e-16 1.705359821790289305e-16
6.880712829910913276e-20 9.145409332513683642e-17 1.496261952653797825e-16
6.838816208135110039e-20 1.102238668449229038e-16 1.431920565775184228e-16
6.797213029166666326e-20 1.196418883150914305e-16 1.599284217359223242e-16
6.755909864682998880e-20 1.204250854472442109e-16 1.865435802075349235e-16
6.714895572829858041e-20 1.075972610978803778e-16 1.601534487646491415e-16
6.674176687648496283e-20 9.929579883600887432e-17 1.322170296870005023e-16
6.633742183060637738e-20 1.202150298401596392e-16 2.075831373575269773e-16
6.593589879661704420e-20 1.148801018322249655e-16 1.674163305668824841e-16
6.553726254906552307e-20 1.059857931268781824e-16 1.477625110172194979e-16
6.514140453153568557e-20 1.263290874323104740e-16 1.533395210686910744e-16
6.474830350509253970e-20 1.167860432726796357e-16 1.556904344813273737e-16
6.435802368078071487e-20 1.223984851116672337e-16 1.585331464038655298e-16
6.397037326909730533e-20 1.112490540444056075e-16 1.925018677384576941e-16
6.358558628050175549e-20 1.334611811007596579e-16 1.657823088784612971e-16
6.320338748031660734e-20 1.283425186366179796e-16 2.455447405726074348e-16
6.282392523348186019e-20 1.231260585425110049e-16 1.824997713061656384e-16
6.244709482704030775e-20 1.228553434506376785e-16 1.351888473982288270e-16
6.207287625577317016e-20 1.186876311878400231e-16 1.339740470469616408e-16
6.170133242391491221e-20 1.214709955709247415e-16 1.540705315523910530e-16
6.133236021222261494e-20 1.055940452480722556e-16 1.517395679861467548e-16
6.096594012065170347e-20 1.492536433953152383e-16 2.044835831631798496e-16
6.060205281253433638e-20 1.177290355395526014e-16 1.443829371925948630e-16
6.024067911306613037e-20 1.133815874892252354e-16 1.745299075196662431e-16
5.988188099997324018e-20 1.276246831710185815e-16 1.407923074962447704e-16
5.952555793697375199e-20 1.457735758431235135e-16 1.660729431986667326e-16
5.917161092597982437e-20 1.187907223646171179e-16 1.862051948360192123e-16
5.882018238174946744e-20 1.586721533997855260e-16 1.854961709177842025e-16
5.847125290010844339e-20 1.236927023462962466e-16 1.639673952997044598e-16
5.812464466290467182e-20 1.566969536593450351e-16 1.996204395711333009e-16
5.778041955737501868e-20 1.458359678574253874e-16 2.094901157020482734e-16
5.743863827638805418e-20 1.204131332721390225e-16 1.559134865961871134e-16
5.709912546944649484e-20 1.272425256115337614e-16 1.580041206794076393e-16
5.676202041773713109e-20 1.561504963054349741e-16 1.588920734930660317e-16
5.642722702153801526e-20 1.475143633843343575e-16 1.984843793541748098e-16
5.609472794607109494e-20 1.409795753727166892e-16 1.965650821627933253e-16
5.576450600000758643e-20 1.766966843904570118e-16 1.879212748982569822e-16
5.543654413415657302e-20 1.585304590218438844e-16 1.851896190553118770e-16
5.511082544016696424e-20 1.768529978802790098e-16 2.366632857510795798e-16
5.478725713458926980e-20 1.746961335265001894e-16 2.074059029126035152e-16
5.446597493426829589e-20 1.286646899919173783e-16 2.137613862852095181e-16
5.414688601134587577e-20 1.608075858039298099e-16 2.124455209450182129e-16
5.382997400811784660e-20 1.615566770327575260e-16 2.244640243261363463e-16
5.351522270142196054e-20 1.607558451149458906e-16 2.146992164661183413e-16
5.320261600141587013e-20 1.638355554178911044e-16 1.786904675465148285e-16
5.289213795036735543e-20 1.401459519366605570e-16 1.958755060729770100e-16
5.258377272145666638e-20 1.624405113773164944e-16 2.611115136020763928e-16
5.227750461759072779e-20 1.501345700164947872e-16 1.630445475899509025e-16
5.197331807022927897e-20 1.733066090978973416e-16 2.221171246362353547e-16
5.167119763822255700e-20 1.622917055592577708e-16 2.204742540968282776e-16
5.137105540088426682e-20 1.577656539060663348e-16 2.626734015604367495e-16
5.107302168029170843e-20 1.585818702347296188e-16 1.710838643716336895e-16
5.077693649628662280e-20 1.932089235300221522e-16 2.358427377303233266e-16
5.048292921645880589e-20 2.695433313071088747e-16 2.182995648517677079e-16
5.019084130044353752e-20 1.844528214667684794e-16 2.429141849725963258e-16
4.990073004976714842e-20 1.790879355531759098e-16 2.248443086168462296e-16
4.961258087890492990e-20 2.593464222036129445e-16 2.807792095476323910e-16
4.932637932086769653e-20 1.545122623437723169e-16 3.049278676613623819e-16
4.904211102613877510e-20 1.533872058302316051e-16 2.092372909879659650e-16
4.875969180380057820e-20 2.281014450487810728e-16 2.674672345048553211e-16
4.847924773848859311e-20 1.609861283972933480e-16 2.347777718975831133e-16
4.820062519496575319e-20 1.895237289404463217e-16 2.596690651878017075e-16
4.792394933870777787e-20 1.745118820963437018e-16 1.900038461608527063e-16
4.764899908140702701e-20 1.917764914770257109e-16 2.431892072673381551e-16
4.737596805856857888e-20 1.863905646345088400e-16 2.424357653998977264e-16
4.710477360774087782e-20 2.651600184738871955e-16 2.036584018264775916e-16
4.683533429658470795e-20 1.858459256671366074e-16 2.641105283404027298e-16
4.656770531708932667e-20 1.442975712659350064e-16 2.930141115336409553e-16
4.630187342987000857e-20 1.955534981437280793e-16 2.904345933927211777e-16
4.603782550205774443e-20 2.659463963425446457e-16 3.879961860854515433e-16
4.577554850635430183e-20 2.587165399703586729e-16 2.286552526647368554e-16
4.551496290792712589e-20 1.625538032823591919e-16 2.963084809971607655e-16
4.525612303936002994e-20 2.773011299992224132e-16 2.613397668529378927e-16
4.499895010623523453e-20 2.300817715254459805e-16 4.378514535236688444e-16
4.474356390550679192e-20 2.092353013656183700e-16 3.028605535374874332e-16
4.448982003579574780e-20 2.189705974758614502e-16 4.129824603081208440e-16
4.423777215004881270e-20 2.063199696642299083e-16 3.103528232437354374e-16
4.398740792632239536e-20 2.144350952669888249e-16 3.109600598042501985e-16
4.373865038834996178e-20 2.363364244729409896e-16 2.220267835867167558e-16
4.349155268346536890e-20 2.056859100566334508e-16 2.654655661884563875e-16
4.324603854500708278e-20 2.666993466349654473e-16 5.411039984060547980e-16
4.300222476008932329e-20 2.325883444175455377e-16 3.972527143785810347e-16
4.275997127464361283e-20 2.561272791751659324e-16 3.099987047237538728e-16
4.251926710587142603e-20 2.923131861611070897e-16 4.236576338380246965e-16
4.228016456697120024e-20 1.925665885941762947e-16 2.772904222645889553e-16
4.204265208804470225e-20 3.338720206839137307e-16 3.798649062799281283e-16
4.180671819098457921e-20 2.016988829920398193e-16 3.954664042016553609e-16
4.157228903236950743e-20 2.554594470483382454e-16 3.061663220124189533e-16
4.133941626923677002e-20 2.691063180682501066e-16 5.150044717692616464e-16
4.110802673047382012e-20 2.731535040292693541e-16 4.224582324491916763e-16
4.087817174611021501e-20 3.150816888847441734e-16 4.173677908883619717e-16
4.064984027778749810e-20 2.805007445847718077e-16 3.452909838054541669e-16
4.042296014983640557e-20 2.728615404370244837e-16 4.501058129368575574e-16
4.019758220732657957e-20 3.086365016641979371e-16 3.157099231860897046e-16
3.997363492724208193e-20 2.618832001985627419e-16 4.378718641283753714e-16
3.975116883259903702e-20 2.733714294043059675e-16 3.689080061763212565e-16
3.953011304538320893e-20 2.499689449014896532e-16 4.137549558496995971e-16
3.931051776854508893e-20 3.478786182188028063e-16 5.970936764391598068e-16
3.909237254759360397e-20 3.314599089041229921e-16 4.927380759152337078e-16
3.887560745966270041e-20 3.283883930070227365e-16 4.806625290583705034e-16
3.866021291705864292e-20 3.579637787845156355e-16 5.832898486285664851e-16
3.844623848854227085e-20 2.786491725481814576e-16 3.730355518086441321e-16
3.823367403683611882e-20 2.908289362645735926e-16 3.944853186990822150e-16
3.802245088445711736e-20 2.875964920338212377e-16 5.411899665899652576e-16
3.781261813141417311e-20 3.082780672013799632e-16 5.228581431177487108e-16
3.760410771210739281e-20 2.706884377018700499e-16 6.031992323056178297e-16
3.739691048207866504e-20 4.996479792047003257e-16 4.695321421824866096e-16
3.719113278035419766e-20 4.188099959807000902e-16 5.989674812383547448e-16
3.698659180537301053e-20 2.721255932874305536e-16 5.667889455501269223e-16
3.678339381445044147e-20 2.910642180301553225e-16 4.495919668372804340e-16
3.658152927314983990e-20 3.479551832855105810e-16 5.881409727378515719e-16
