 #L        TxT           TxE           TxP           TxW1          ExT           ExE           ExP           ExW1          PxT           PxE           PxP           PxW1          W1xT          W1xE          W1xP         W1xW1       
769   2.395265e+03 -1.321230e+02  1.155229e-05  5.549060e-04 -1.321230e+02  2.283587e+01 -8.190483e-07 -1.420179e-07  1.155229e-05 -8.190483e-07  1.012584e-08  4.235602e-06  5.549060e-04 -1.420179e-07  4.235602e-06  5.665417e-03
770   2.402825e+03 -1.313425e+02  1.154553e-05  5.513022e-04 -1.313425e+02  2.254862e+01 -8.102151e-07 -1.668762e-07  1.154553e-05 -8.102151e-07  1.010574e-08  4.233230e-06  5.513022e-04 -1.668762e-07  4.233230e-06  5.669877e-03
771   2.410273e+03 -1.305263e+02  1.153815e-05  5.476813e-04 -1.305263e+02  2.226249e+01 -8.013256e-07 -1.918928e-07  1.153815e-05 -8.013256e-07  1.008570e-08  4.230864e-06  5.476813e-04 -1.918928e-07  4.230864e-06  5.674336e-03
772   2.417602e+03 -1.296745e+02  1.153014e-05  5.440422e-04 -1.296745e+02  2.197769e+01 -7.923813e-07 -2.169870e-07  1.153014e-05 -7.923813e-07  1.006572e-08  4.228504e-06  5.440422e-04 -2.169870e-07  4.228504e-06  5.678796e-03
773   2.424820e+03 -1.287885e+02  1.152151e-05  5.403838e-04 -1.287885e+02  2.169430e+01 -7.833840e-07 -2.420782e-07  1.152151e-05 -7.833840e-07  1.004581e-08  4.226150e-06  5.403838e-04 -2.420782e-07  4.226150e-06  5.683256e-03
774   2.431912e+03 -1.278683e+02  1.151226e-05  5.367048e-04 -1.278683e+02  2.141248e+01 -7.743352e-07 -2.670856e-07  1.151226e-05 -7.743352e-07  1.002596e-08  4.223802e-06  5.367048e-04 -2.670856e-07  4.223802e-06  5.687717e-03
775   2.438877e+03 -1.269140e+02  1.150239e-05  5.330041e-04 -1.269140e+02  2.113236e+01 -7.652366e-07 -2.919284e-07  1.150239e-05 -7.652366e-07  1.000618e-08  4.221460e-06  5.330041e-04 -2.919284e-07  4.221460e-06  5.692178e-03
776   2.445724e+03 -1.259270e+02  1.149191e-05  5.292805e-04 -1.259270e+02  2.085410e+01 -7.560898e-07 -3.165260e-07  1.149191e-05 -7.560898e-07  9.986450e-09  4.219124e-06  5.292805e-04 -3.165260e-07  4.219124e-06  5.696640e-03
777   2.452444e+03 -1.249065e+02  1.148081e-05  5.255328e-04 -1.249065e+02  2.057777e+01 -7.468965e-07 -3.407977e-07  1.148081e-05 -7.468965e-07  9.966785e-09  4.216794e-06  5.255328e-04 -3.407977e-07  4.216794e-06  5.701101e-03
778   2.459038e+03 -1.238541e+02  1.146911e-05  5.217598e-04 -1.238541e+02  2.030352e+01 -7.376581e-07 -3.646628e-07  1.146911e-05 -7.376581e-07  9.947181e-09  4.214470e-06  5.217598e-04 -3.646628e-07  4.214470e-06  5.705563e-03
779   2.465505e+03 -1.227690e+02  1.145681e-05  5.179604e-04 -1.227690e+02  2.003142e+01 -7.283765e-07 -3.880404e-07  1.145681e-05 -7.283765e-07  9.927638e-09  4.212152e-06  5.179604e-04 -3.880404e-07  4.212152e-06  5.710026e-03
780   2.471839e+03 -1.216534e+02  1.144391e-05  5.141334e-04 -1.216534e+02  1.976171e+01 -7.190531e-07 -4.108500e-07  1.144391e-05 -7.190531e-07  9.908156e-09  4.209839e-06  5.141334e-04 -4.108500e-07  4.209839e-06  5.714489e-03
781   2.478046e+03 -1.205067e+02  1.143040e-05  5.102776e-04 -1.205067e+02  1.949437e+01 -7.096897e-07 -4.330108e-07  1.143040e-05 -7.096897e-07  9.888734e-09  4.207533e-06  5.102776e-04 -4.330108e-07  4.207533e-06  5.718952e-03
782   2.484112e+03 -1.193295e+02  1.141631e-05  5.063918e-04 -1.193295e+02  1.922955e+01 -7.002878e-07 -4.544422e-07  1.141631e-05 -7.002878e-07  9.869371e-09  4.205232e-06  5.063918e-04 -4.544422e-07  4.205232e-06  5.723415e-03
783   2.490044e+03 -1.181210e+02  1.140162e-05  5.024748e-04 -1.181210e+02  1.896741e+01 -6.908490e-07 -4.750633e-07  1.140162e-05 -6.908490e-07  9.850069e-09  4.202937e-06  5.024748e-04 -4.750633e-07  4.202937e-06  5.727879e-03
784   2.495828e+03 -1.168829e+02  1.138634e-05  4.985255e-04 -1.168829e+02  1.870802e+01 -6.813751e-07 -4.947934e-07  1.138634e-05 -6.813751e-07  9.830825e-09  4.200648e-06  4.985255e-04 -4.947934e-07  4.200648e-06  5.732343e-03
785   2.501462e+03 -1.156143e+02  1.137048e-05  4.945427e-04 -1.156143e+02  1.845145e+01 -6.718675e-07 -5.135520e-07  1.137048e-05 -6.718675e-07  9.811641e-09  4.198365e-06  4.945427e-04 -5.135520e-07  4.198365e-06  5.736808e-03
786   2.506934e+03 -1.143152e+02  1.135404e-05  4.905252e-04 -1.143152e+02  1.819785e+01 -6.623280e-07 -5.312582e-07  1.135404e-05 -6.623280e-07  9.792515e-09  4.196087e-06  4.905252e-04 -5.312582e-07  4.196087e-06  5.741273e-03
787   2.512249e+03 -1.129872e+02  1.133701e-05  4.864719e-04 -1.129872e+02  1.794730e+01 -6.527581e-07 -5.478314e-07  1.133701e-05 -6.527581e-07  9.773448e-09  4.193816e-06  4.864719e-04 -5.478314e-07  4.193816e-06  5.745739e-03
788   2.517400e+03 -1.116287e+02  1.131941e-05  4.823815e-04 -1.116287e+02  1.769994e+01 -6.431596e-07 -5.631907e-07  1.131941e-05 -6.431596e-07  9.754439e-09  4.191550e-06  4.823815e-04 -5.631907e-07  4.191550e-06  5.750204e-03
789   2.522373e+03 -1.102419e+02  1.130124e-05  4.782528e-04 -1.102419e+02  1.745593e+01 -6.335339e-07 -5.772556e-07  1.130124e-05 -6.335339e-07  9.735488e-09  4.189290e-06  4.782528e-04 -5.772556e-07  4.189290e-06  5.754671e-03
790   2.527183e+03 -1.088262e+02  1.128250e-05  4.740848e-04 -1.088262e+02  1.721533e+01 -6.238828e-07 -5.899453e-07  1.128250e-05 -6.238828e-07  9.716594e-09  4.187035e-06  4.740848e-04 -5.899453e-07  4.187035e-06  5.759137e-03
791   2.531814e+03 -1.073845e+02  1.126319e-05  4.698761e-04 -1.073845e+02  1.697837e+01 -6.142078e-07 -6.011792e-07  1.126319e-05 -6.142078e-07  9.697758e-09  4.184787e-06  4.698761e-04 -6.011792e-07  4.184787e-06  5.763604e-03
792   2.536274e+03 -1.059160e+02  1.124332e-05  4.656257e-04 -1.059160e+02  1.674520e+01 -6.045105e-07 -6.108763e-07  1.124332e-05 -6.045105e-07  9.678979e-09  4.182544e-06  4.656257e-04 -6.108763e-07  4.182544e-06  5.768072e-03
793   2.540555e+03 -1.044222e+02  1.122289e-05  4.613324e-04 -1.044222e+02  1.651597e+01 -5.947927e-07 -6.189562e-07  1.122289e-05 -5.947927e-07  9.660256e-09  4.180306e-06  4.613324e-04 -6.189562e-07  4.180306e-06  5.772539e-03
794   2.544658e+03 -1.029040e+02  1.120190e-05  4.569949e-04 -1.029040e+02  1.629075e+01 -5.850559e-07 -6.253380e-07  1.120190e-05 -5.850559e-07  9.641590e-09  4.178075e-06  4.569949e-04 -6.253380e-07  4.178075e-06  5.777008e-03
795   2.548575e+03 -1.013627e+02  1.118036e-05  4.526121e-04 -1.013627e+02  1.606976e+01 -5.753018e-07 -6.299411e-07  1.118036e-05 -5.753018e-07  9.622980e-09  4.175849e-06  4.526121e-04 -6.299411e-07  4.175849e-06  5.781476e-03
796   2.552313e+03 -9.979757e+01  1.115827e-05  4.481828e-04 -9.979757e+01  1.585301e+01 -5.655319e-07 -6.326847e-07  1.115827e-05 -5.655319e-07  9.604426e-09  4.173629e-06  4.481828e-04 -6.326847e-07  4.173629e-06  5.785945e-03
797   2.555873e+03 -9.821019e+01  1.113562e-05  4.437059e-04 -9.821019e+01  1.564056e+01 -5.557479e-07 -6.334881e-07  1.113562e-05 -5.557479e-07  9.585928e-09  4.171414e-06  4.437059e-04 -6.334881e-07  4.171414e-06  5.790415e-03
798   2.559247e+03 -9.660051e+01  1.111244e-05  4.391802e-04 -9.660051e+01  1.543250e+01 -5.459514e-07 -6.322707e-07  1.111244e-05 -5.459514e-07  9.567484e-09  4.169205e-06  4.391802e-04 -6.322707e-07  4.169205e-06  5.794885e-03
799   2.562443e+03 -9.496927e+01  1.108871e-05  4.346044e-04 -9.496927e+01  1.522889e+01 -5.361441e-07 -6.289516e-07  1.108871e-05 -5.361441e-07  9.549096e-09  4.167002e-06  4.346044e-04 -6.289516e-07  4.167002e-06  5.799355e-03
800   2.565452e+03 -9.331574e+01  1.106445e-05  4.299774e-04 -9.331574e+01  1.502982e+01 -5.263275e-07 -6.234502e-07  1.106445e-05 -5.263275e-07  9.530762e-09  4.164804e-06  4.299774e-04 -6.234502e-07  4.164804e-06  5.803826e-03
801   2.568276e+03 -9.164213e+01  1.103964e-05  4.252989e-04 -9.164213e+01  1.483527e+01 -5.165031e-07 -6.157127e-07  1.103964e-05 -5.165031e-07  9.512483e-09  4.162612e-06  4.252989e-04 -6.157127e-07  4.162612e-06  5.808297e-03
802   2.570921e+03 -8.994772e+01  1.101432e-05  4.205720e-04 -8.994772e+01  1.464526e+01 -5.066716e-07 -6.057923e-07  1.101432e-05 -5.066716e-07  9.494258e-09  4.160425e-06  4.205720e-04 -6.057923e-07  4.160425e-06  5.812769e-03
803   2.573372e+03 -8.823324e+01  1.098846e-05  4.158007e-04 -8.823324e+01  1.446008e+01 -4.968336e-07 -5.937695e-07  1.098846e-05 -4.968336e-07  9.476087e-09  4.158244e-06  4.158007e-04 -5.937695e-07  4.158244e-06  5.817241e-03
804   2.575638e+03 -8.650017e+01  1.096210e-05  4.109888e-04 -8.650017e+01  1.427965e+01 -4.869895e-07 -5.797244e-07  1.096210e-05 -4.869895e-07  9.457970e-09  4.156068e-06  4.109888e-04 -5.797244e-07  4.156068e-06  5.821713e-03
805   2.577703e+03 -8.474778e+01  1.093522e-05  4.061405e-04 -8.474778e+01  1.410427e+01 -4.771398e-07 -5.637373e-07  1.093522e-05 -4.771398e-07  9.439906e-09  4.153898e-06  4.061405e-04 -5.637373e-07  4.153898e-06  5.826186e-03
806   2.579559e+03 -8.297830e+01  1.090784e-05  4.012596e-04 -8.297830e+01  1.393394e+01 -4.672851e-07 -5.458884e-07  1.090784e-05 -4.672851e-07  9.421895e-09  4.151734e-06  4.012596e-04 -5.458884e-07  4.151734e-06  5.830660e-03
807   2.581207e+03 -8.119023e+01  1.087997e-05  3.963501e-04 -8.119023e+01  1.376881e+01 -4.574259e-07 -5.262581e-07  1.087997e-05 -4.574259e-07  9.403938e-09  4.149575e-06  3.963501e-04 -5.262581e-07  4.149575e-06  5.835134e-03
808   2.582648e+03 -7.938655e+01  1.085160e-05  3.914160e-04 -7.938655e+01  1.360903e+01 -4.475628e-07 -5.049265e-07  1.085160e-05 -4.475628e-07  9.386034e-09  4.147421e-06  3.914160e-04 -5.049265e-07  4.147421e-06  5.839608e-03
809   2.583872e+03 -7.756652e+01  1.082275e-05  3.864612e-04 -7.756652e+01  1.345468e+01 -4.376961e-07 -4.819740e-07  1.082275e-05 -4.376961e-07  9.368182e-09  4.145273e-06  3.864612e-04 -4.819740e-07  4.145273e-06  5.844083e-03
810   2.584881e+03 -7.573088e+01  1.079343e-05  3.814897e-04 -7.573088e+01  1.330582e+01 -4.278265e-07 -4.574807e-07  1.079343e-05 -4.278265e-07  9.350382e-09  4.143130e-06  3.814897e-04 -4.574807e-07  4.143130e-06  5.848558e-03
811   2.585674e+03 -7.388126e+01  1.076363e-05  3.765055e-04 -7.388126e+01  1.316253e+01 -4.179545e-07 -4.315269e-07  1.076363e-05 -4.179545e-07  9.332635e-09  4.140992e-06  3.765055e-04 -4.315269e-07  4.140992e-06  5.853034e-03
812   2.586266e+03 -7.201834e+01  1.073338e-05  3.715125e-04 -7.201834e+01  1.302473e+01 -4.080806e-07 -4.041930e-07  1.073338e-05 -4.080806e-07  9.314940e-09  4.138860e-06  3.715125e-04 -4.041930e-07  4.138860e-06  5.857510e-03
813   2.586651e+03 -7.014307e+01  1.070266e-05  3.665147e-04 -7.014307e+01  1.289259e+01 -3.982052e-07 -3.755591e-07  1.070266e-05 -3.982052e-07  9.297297e-09  4.136734e-06  3.665147e-04 -3.755591e-07  4.136734e-06  5.861987e-03
814   2.586834e+03 -6.825636e+01  1.067150e-05  3.615160e-04 -6.825636e+01  1.276609e+01 -3.883290e-07 -3.457055e-07  1.067150e-05 -3.883290e-07  9.279705e-09  4.134612e-06  3.615160e-04 -3.457055e-07  4.134612e-06  5.866464e-03
815   2.586825e+03 -6.635909e+01  1.063989e-05  3.565205e-04 -6.635909e+01  1.264523e+01 -3.784524e-07 -3.147124e-07  1.063989e-05 -3.784524e-07  9.262165e-09  4.132496e-06  3.565205e-04 -3.147124e-07  4.132496e-06  5.870942e-03
816   2.586622e+03 -6.445216e+01  1.060784e-05  3.515321e-04 -6.445216e+01  1.253017e+01 -3.685760e-07 -2.826601e-07  1.060784e-05 -3.685760e-07  9.244676e-09  4.130385e-06  3.515321e-04 -2.826601e-07  4.130385e-06  5.875420e-03
817   2.586218e+03 -6.253608e+01  1.057536e-05  3.465547e-04 -6.253608e+01  1.242090e+01 -3.587002e-07 -2.496290e-07  1.057536e-05 -3.587002e-07  9.227237e-09  4.128280e-06  3.465547e-04 -2.496290e-07  4.128280e-06  5.879899e-03
818   2.585614e+03 -6.061107e+01  1.054246e-05  3.415923e-04 -6.061107e+01  1.231750e+01 -3.488256e-07 -2.156991e-07  1.054246e-05 -3.488256e-07  9.209850e-09  4.126180e-06  3.415923e-04 -2.156991e-07  4.126180e-06  5.884378e-03
819   2.584801e+03 -5.867759e+01  1.050914e-05  3.366489e-04 -5.867759e+01  1.221997e+01 -3.389528e-07 -1.809508e-07  1.050914e-05 -3.389528e-07  9.192513e-09  4.124085e-06  3.366489e-04 -1.809508e-07  4.124085e-06  5.888857e-03
820   2.583773e+03 -5.673608e+01  1.047541e-05  3.317284e-04 -5.673608e+01  1.212853e+01 -3.290822e-07 -1.454643e-07  1.047541e-05 -3.290822e-07  9.175226e-09  4.121995e-06  3.317284e-04 -1.454643e-07  4.121995e-06  5.893338e-03
821   2.582522e+03 -5.478691e+01  1.044127e-05  3.268349e-04 -5.478691e+01  1.204310e+01 -3.192143e-07 -1.093200e-07  1.044127e-05 -3.192143e-07  9.157989e-09  4.119910e-06  3.268349e-04 -1.093200e-07  4.119910e-06  5.897818e-03
822   2.581048e+03 -5.283038e+01  1.040674e-05  3.219722e-04 -5.283038e+01  1.196385e+01 -3.093497e-07 -7.259795e-08  1.040674e-05 -3.093497e-07  9.140802e-09  4.117831e-06  3.219722e-04 -7.259795e-08  4.117831e-06  5.902299e-03
823   2.579344e+03 -5.086701e+01  1.037181e-05  3.171444e-04 -5.086701e+01  1.189075e+01 -2.994888e-07 -3.537852e-08  1.037181e-05 -2.994888e-07  9.123665e-09  4.115757e-06  3.171444e-04 -3.537852e-08  4.115757e-06  5.906781e-03
824   2.577416e+03 -4.889784e+01  1.033650e-05  3.123553e-04 -4.889784e+01  1.182390e+01 -2.896323e-07  2.258050e-09  1.033650e-05 -2.896323e-07  9.106577e-09  4.113688e-06  3.123553e-04  2.258050e-09  4.113688e-06  5.911263e-03
825   2.575274e+03 -4.692405e+01  1.030081e-05  3.076090e-04 -4.692405e+01  1.176329e+01 -2.797806e-07  4.023151e-08  1.030081e-05 -2.797806e-07  9.089538e-09  4.111624e-06  3.076090e-04  4.023151e-08  4.111624e-06  5.915746e-03
826   2.572916e+03 -4.494685e+01  1.026475e-05  3.029095e-04 -4.494685e+01  1.170899e+01 -2.699342e-07  7.846161e-08  1.026475e-05 -2.699342e-07  9.072549e-09  4.109565e-06  3.029095e-04  7.846161e-08  4.109565e-06  5.920229e-03
827   2.570349e+03 -4.296740e+01  1.022832e-05  2.982606e-04 -4.296740e+01  1.166093e+01 -2.600936e-07  1.168681e-07  1.022832e-05 -2.600936e-07  9.055608e-09  4.107511e-06  2.982606e-04  1.168681e-07  4.107511e-06  5.924713e-03
828   2.567575e+03 -4.098677e+01  1.019154e-05  2.936664e-04 -4.098677e+01  1.161918e+01 -2.502595e-07  1.553707e-07  1.019154e-05 -2.502595e-07  9.038715e-09  4.105463e-06  2.936664e-04  1.553707e-07  4.105463e-06  5.929197e-03
829   2.564608e+03 -3.900620e+01  1.015440e-05  2.891308e-04 -3.900620e+01  1.158375e+01 -2.404322e-07  1.938892e-07  1.015440e-05 -2.404322e-07  9.021871e-09  4.103419e-06  2.891308e-04  1.938892e-07  4.103419e-06  5.933682e-03
830   2.561447e+03 -3.702674e+01  1.011691e-05  2.846577e-04 -3.702674e+01  1.155471e+01 -2.306124e-07  2.323433e-07  1.011691e-05 -2.306124e-07  9.005076e-09  4.101380e-06  2.846577e-04  2.323433e-07  4.101380e-06  5.938168e-03
831   2.558094e+03 -3.504876e+01  1.007909e-05  2.802513e-04 -3.504876e+01  1.153198e+01 -2.208004e-07  2.706527e-07  1.007909e-05 -2.208004e-07  8.988327e-09  4.099347e-06  2.802513e-04  2.706527e-07  4.099347e-06  5.942654e-03
832   2.554539e+03 -3.307278e+01  1.004093e-05  2.759153e-04 -3.307278e+01  1.151564e+01 -2.109969e-07  3.087372e-07  1.004093e-05 -2.109969e-07  8.971627e-09  4.097318e-06  2.759153e-04  3.087372e-07  4.097318e-06  5.947140e-03
833   2.550777e+03 -3.109903e+01  1.000245e-05  2.716538e-04 -3.109903e+01  1.150576e+01 -2.012024e-07  3.465166e-07  1.000245e-05 -2.012024e-07  8.954974e-09  4.095295e-06  2.716538e-04  3.465166e-07  4.095295e-06  5.951627e-03
834   2.546814e+03 -2.912787e+01  9.963644e-06  2.674708e-04 -2.912787e+01  1.150235e+01 -1.914174e-07  3.839106e-07  9.963644e-06 -1.914174e-07  8.938369e-09  4.093276e-06  2.674708e-04  3.839106e-07  4.093276e-06  5.956115e-03
835   2.542636e+03 -2.715975e+01  9.924527e-06  2.633701e-04 -2.715975e+01  1.150540e+01 -1.816423e-07  4.208389e-07  9.924527e-06 -1.816423e-07  8.921810e-09  4.091263e-06  2.633701e-04  4.208389e-07  4.091263e-06  5.960603e-03
836   2.538235e+03 -2.519490e+01  9.885103e-06  2.593558e-04 -2.519490e+01  1.151498e+01 -1.718778e-07  4.572213e-07  9.885103e-06 -1.718778e-07  8.905298e-09  4.089254e-06  2.593558e-04  4.572213e-07  4.089254e-06  5.965091e-03
837   2.533619e+03 -2.323391e+01  9.845378e-06  2.554319e-04 -2.323391e+01  1.153110e+01 -1.621243e-07  4.929775e-07  9.845378e-06 -1.621243e-07  8.888833e-09  4.087250e-06  2.554319e-04  4.929775e-07  4.087250e-06  5.969581e-03
838   2.528794e+03 -2.127751e+01  9.805360e-06  2.516022e-04 -2.127751e+01  1.155376e+01 -1.523823e-07  5.280273e-07  9.805360e-06 -1.523823e-07  8.872414e-09  4.085251e-06  2.516022e-04  5.280273e-07  4.085251e-06  5.974071e-03
839   2.523747e+03 -1.932684e+01  9.765054e-06  2.478708e-04 -1.932684e+01  1.158288e+01 -1.426524e-07  5.622904e-07  9.765054e-06 -1.426524e-07  8.856041e-09  4.083257e-06  2.478708e-04  5.622904e-07  4.083257e-06  5.978561e-03
840   2.518507e+03 -1.738277e+01  9.724468e-06  2.442416e-04 -1.738277e+01  1.161846e+01 -1.329351e-07  5.956866e-07  9.724468e-06 -1.329351e-07  8.839714e-09  4.081268e-06  2.442416e-04  5.956866e-07  4.081268e-06  5.983052e-03
841   2.513067e+03 -1.544643e+01  9.683607e-06  2.407186e-04 -1.544643e+01  1.166044e+01 -1.232310e-07  6.281355e-07  9.683607e-06 -1.232310e-07  8.823433e-09  4.079284e-06  2.407186e-04  6.281355e-07  4.079284e-06  5.987543e-03
842   2.507433e+03 -1.351870e+01  9.642479e-06  2.373058e-04 -1.351870e+01  1.170880e+01 -1.135404e-07  6.595570e-07  9.642479e-06 -1.135404e-07  8.807198e-09  4.077304e-06  2.373058e-04  6.595570e-07  4.077304e-06  5.992036e-03
843   2.501606e+03 -1.160063e+01  9.601089e-06  2.340071e-04 -1.160063e+01  1.176347e+01 -1.038640e-07  6.898708e-07  9.601089e-06 -1.038640e-07  8.791008e-09  4.075329e-06  2.340071e-04  6.898708e-07  4.075329e-06  5.996528e-03
844   2.495609e+03 -9.693172e+00  9.559445e-06  2.308264e-04 -9.693172e+00  1.182439e+01 -9.420220e-08  7.189967e-07  9.559445e-06 -9.420220e-08  8.774862e-09  4.073359e-06  2.308264e-04  7.189967e-07  4.073359e-06  6.001022e-03
845   2.489419e+03 -7.796859e+00  9.517552e-06  2.277678e-04 -7.796859e+00  1.189161e+01 -8.455562e-08  7.468543e-07  9.517552e-06 -8.455562e-08  8.758762e-09  4.071394e-06  2.277678e-04  7.468543e-07  4.071394e-06  6.005515e-03
846   2.483050e+03 -5.912407e+00  9.475418e-06  2.248352e-04 -5.912407e+00  1.196516e+01 -7.492473e-08  7.733634e-07  9.475418e-06 -7.492473e-08  8.742706e-09  4.069434e-06  2.248352e-04  7.733634e-07  4.069434e-06  6.010010e-03
847   2.476488e+03 -4.040285e+00  9.433049e-06  2.220326e-04 -4.040285e+00  1.204509e+01 -6.531006e-08  7.984438e-07  9.433049e-06 -6.531006e-08  8.726695e-09  4.067478e-06  2.220326e-04  7.984438e-07  4.067478e-06  6.014505e-03
848   2.469741e+03 -2.181103e+00  9.390451e-06  2.193639e-04 -2.181103e+00  1.213133e+01 -5.571212e-08  8.220152e-07  9.390451e-06 -5.571212e-08  8.710728e-09  4.065527e-06  2.193639e-04  8.220152e-07  4.065527e-06  6.019001e-03
849   2.462801e+03 -3.354183e-01  9.347631e-06  2.168331e-04 -3.354183e-01  1.222397e+01 -4.613142e-08  8.439974e-07  9.347631e-06 -4.613142e-08  8.694805e-09  4.063581e-06  2.168331e-04  8.439974e-07  4.063581e-06  6.023497e-03
850   2.455661e+03  1.496193e+00  9.304596e-06  2.144441e-04  1.496193e+00  1.232299e+01 -3.656850e-08  8.643101e-07  9.304596e-06 -3.656850e-08  8.678925e-09  4.061639e-06  2.144441e-04  8.643101e-07  4.061639e-06  6.027994e-03
851   2.448335e+03  3.313176e+00  9.261351e-06  2.121997e-04  3.313176e+00  1.242847e+01 -2.702399e-08  8.828939e-07  9.261351e-06 -2.702399e-08  8.663090e-09  4.059702e-06  2.121997e-04  8.828939e-07  4.059702e-06  6.032491e-03
852   2.440816e+03  5.115014e+00  9.217899e-06  2.100975e-04  5.115014e+00  1.254020e+01 -1.749903e-08  8.997731e-07  9.217899e-06 -1.749903e-08  8.647297e-09  4.057770e-06  2.100975e-04  8.997731e-07  4.057770e-06  6.036990e-03
853   2.433111e+03  6.901192e+00  9.174243e-06  2.081337e-04  6.901192e+00  1.265816e+01 -7.994918e-09  9.149926e-07  9.174243e-06 -7.994918e-09  8.631548e-09  4.055842e-06  2.081337e-04  9.149926e-07  4.055842e-06  6.041488e-03
854   2.425221e+03  8.671198e+00  9.130386e-06  2.063047e-04  8.671198e+00  1.278222e+01  1.487085e-09  9.285977e-07  9.130386e-06  1.487085e-09  8.615842e-09  4.053919e-06  2.063047e-04  9.285977e-07  4.053919e-06  6.045988e-03
855   2.417168e+03  1.042452e+01  9.086328e-06  2.046068e-04  1.042452e+01  1.291229e+01  1.094570e-08  9.406334e-07  9.086328e-06  1.094570e-08  8.600179e-09  4.052000e-06  2.046068e-04  9.406334e-07  4.052000e-06  6.050488e-03
856   2.408936e+03  1.216068e+01  9.042074e-06  2.030364e-04  1.216068e+01  1.304831e+01  2.037966e-08  9.511448e-07  9.042074e-06  2.037966e-08  8.584559e-09  4.050086e-06  2.030364e-04  9.511448e-07  4.050086e-06  6.054988e-03
857   2.400549e+03  1.387916e+01  8.997624e-06  2.015896e-04  1.387916e+01  1.319004e+01  2.978767e-08  9.601769e-07  8.997624e-06  2.978767e-08  8.568981e-09  4.048176e-06  2.015896e-04  9.601769e-07  4.048176e-06  6.059489e-03
858   2.392006e+03  1.557937e+01  8.952982e-06  2.002629e-04  1.557937e+01  1.333757e+01  3.916848e-08  9.677750e-07  8.952982e-06  3.916848e-08  8.553446e-09  4.046271e-06  2.002629e-04  9.677750e-07  4.046271e-06  6.063991e-03
859   2.383307e+03  1.726048e+01  8.908150e-06  1.990526e-04  1.726048e+01  1.349075e+01  4.852080e-08  9.739839e-07  8.908150e-06  4.852080e-08  8.537954e-09  4.044371e-06  1.990526e-04  9.739839e-07  4.044371e-06  6.068494e-03
860   2.374452e+03  1.892168e+01  8.863130e-06  1.979550e-04  1.892168e+01  1.364964e+01  5.784335e-08  9.788490e-07  8.863130e-06  5.784335e-08  8.522503e-09  4.042475e-06  1.979550e-04  9.788490e-07  4.042475e-06  6.072997e-03
861   2.365448e+03  2.056208e+01  8.817925e-06  1.969664e-04  2.056208e+01  1.381418e+01  6.713486e-08  9.824151e-07  8.817925e-06  6.713486e-08  8.507095e-09  4.040583e-06  1.969664e-04  9.824151e-07  4.040583e-06  6.077501e-03
862   2.356289e+03  2.218079e+01  8.772537e-06  1.960831e-04  2.218079e+01  1.398429e+01  7.639406e-08  9.847275e-07  8.772537e-06  7.639406e-08  8.491728e-09  4.038696e-06  1.960831e-04  9.847275e-07  4.038696e-06  6.082005e-03
863   2.346989e+03  2.377699e+01  8.726968e-06  1.953015e-04  2.377699e+01  1.416013e+01  8.561968e-08  9.858312e-07  8.726968e-06  8.561968e-08  8.476403e-09  4.036814e-06  1.953015e-04  9.858312e-07  4.036814e-06  6.086510e-03
864   2.337540e+03  2.534972e+01  8.681220e-06  1.946178e-04  2.534972e+01  1.434153e+01  9.481042e-08  9.857713e-07  8.681220e-06  9.481042e-08  8.461120e-09  4.034936e-06  1.946178e-04  9.857713e-07  4.034936e-06  6.091016e-03
865   2.327943e+03  2.689829e+01  8.635297e-06  1.940284e-04  2.689829e+01  1.452851e+01  1.039650e-07  9.845928e-07  8.635297e-06  1.039650e-07  8.445878e-09  4.033062e-06  1.940284e-04  9.845928e-07  4.033062e-06  6.095522e-03
866   2.318212e+03  2.842236e+01  8.589200e-06  1.935296e-04  2.842236e+01  1.472098e+01  1.130822e-07  9.823410e-07  8.589200e-06  1.130822e-07  8.430678e-09  4.031193e-06  1.935296e-04  9.823410e-07  4.031193e-06  6.100029e-03
867   2.308332e+03  2.992190e+01  8.542932e-06  1.931177e-04  2.992190e+01  1.491887e+01  1.221607e-07  9.790608e-07  8.542932e-06  1.221607e-07  8.415518e-09  4.029328e-06  1.931177e-04  9.790608e-07  4.029328e-06  6.104537e-03
868   2.298312e+03  3.139656e+01  8.496495e-06  1.927891e-04  3.139656e+01  1.512204e+01  1.311993e-07  9.747974e-07  8.496495e-06  1.311993e-07  8.400400e-09  4.027467e-06  1.927891e-04  9.747974e-07  4.027467e-06  6.109045e-03
869   2.288158e+03  3.284632e+01  8.449891e-06  1.925400e-04  3.284632e+01  1.533041e+01  1.401966e-07  9.695958e-07  8.449891e-06  1.401966e-07  8.385323e-09  4.025611e-06  1.925400e-04  9.695958e-07  4.025611e-06  6.113554e-03
870   2.277863e+03  3.427091e+01  8.403123e-06  1.923668e-04  3.427091e+01  1.554398e+01  1.491513e-07  9.635011e-07  8.403123e-06  1.491513e-07  8.370286e-09  4.023759e-06  1.923668e-04  9.635011e-07  4.023759e-06  6.118063e-03
871   2.267434e+03  3.567023e+01  8.356193e-06  1.922658e-04  3.567023e+01  1.576253e+01  1.580623e-07  9.565585e-07  8.356193e-06  1.580623e-07  8.355290e-09  4.021912e-06  1.922658e-04  9.565585e-07  4.021912e-06  6.122574e-03
